"bruises","cap-color","cap-shape","cap-surface","edible","gill-attachment","gill-color","gill-size","gill-spacing","habitat","odor","population","ring-number","ring-type","spore-print-color","stalk-color-above-ring","stalk-color-below-ring","stalk-root","stalk-shape","stalk-surface-above-ring","stalk-surface-below-ring","veil-color","veil-type"
"no","brown","convex","smooth","edible","attached","orange","broad","close","leaves","none","several","one","pendant","orange","orange","orange",NA,"enlarging","smooth","smooth","orange","partial"
"no","brown","knobbed","smooth","poisonous","free","buff","narrow","close","woods","fishy","several","one","evanescent","white","white","pink",NA,"tapering","silky","silky","white","partial"
"no","white","knobbed","smooth","edible","free","pink","broad","crowded","grasses","none","scattered","two","pendant","white","white","white",NA,"enlarging","smooth","smooth","white","partial"
"no","red","knobbed","scaly","poisonous","free","buff","narrow","close","woods","foul","several","one","evanescent","white","white","pink",NA,"tapering","smooth","smooth","white","partial"
"no","brown","knobbed","scaly","poisonous","free","buff","narrow","close","woods","foul","several","one","evanescent","white","pink","white",NA,"tapering","silky","silky","white","partial"
"no","gray","knobbed","fibrous","edible","free","gray","broad","crowded","grasses","none","scattered","two","pendant","white","white","white",NA,"enlarging","smooth","smooth","white","partial"
"no","brown","flat","smooth","poisonous","free","buff","narrow","close","paths","fishy","several","one","evanescent","white","pink","white",NA,"tapering","silky","smooth","white","partial"
"no","gray","convex","smooth","edible","free","white","broad","crowded","grasses","none","numerous","two","pendant","white","white","white",NA,"enlarging","smooth","smooth","white","partial"
"no","brown","knobbed","scaly","poisonous","free","buff","narrow","close","paths","foul","several","one","evanescent","white","pink","white",NA,"tapering","smooth","silky","white","partial"
"no","red","flat","smooth","poisonous","free","buff","narrow","close","woods","foul","several","one","evanescent","white","pink","pink",NA,"tapering","smooth","silky","white","partial"
"no","white","convex","fibrous","edible","free","pink","broad","crowded","grasses","none","numerous","two","pendant","white","white","white",NA,"enlarging","silky","silky","white","partial"
"no","brown","knobbed","scaly","poisonous","free","buff","narrow","close","leaves","spicy","several","one","evanescent","white","white","white",NA,"tapering","silky","smooth","white","partial"
"no","brown","flat","scaly","poisonous","attached","white","broad","close","woods","musty","clustered","none","none","white","cinnamon","cinnamon","club","enlarging","silky","scaly","white","partial"
"no","gray","bell","fibrous","edible","free","white","broad","crowded","grasses","none","numerous","two","pendant","white","white","white",NA,"enlarging","smooth","smooth","white","partial"
"no","red","knobbed","scaly","poisonous","free","buff","narrow","close","paths","fishy","several","one","evanescent","white","white","pink",NA,"tapering","silky","silky","white","partial"
"no","red","convex","scaly","poisonous","free","buff","narrow","close","woods","spicy","several","one","evanescent","white","pink","pink",NA,"tapering","silky","smooth","white","partial"
"no","red","knobbed","smooth","poisonous","free","buff","narrow","close","leaves","fishy","several","one","evanescent","white","white","pink",NA,"tapering","silky","silky","white","partial"
"no","gray","knobbed","fibrous","edible","free","gray","broad","crowded","grasses","none","numerous","two","pendant","white","white","white",NA,"enlarging","smooth","silky","white","partial"
"no","white","knobbed","fibrous","edible","free","pink","broad","crowded","grasses","none","scattered","two","pendant","white","white","white",NA,"enlarging","smooth","smooth","white","partial"
"no","red","knobbed","scaly","poisonous","free","buff","narrow","close","woods","spicy","several","one","evanescent","white","white","white",NA,"tapering","smooth","silky","white","partial"
"no","gray","knobbed","smooth","edible","free","gray","broad","crowded","grasses","none","numerous","two","pendant","white","white","white",NA,"enlarging","smooth","smooth","white","partial"
"no","brown","knobbed","smooth","poisonous","free","buff","narrow","close","woods","foul","several","one","evanescent","white","pink","white",NA,"tapering","smooth","silky","white","partial"
"no","brown","knobbed","scaly","poisonous","free","buff","narrow","close","leaves","fishy","several","one","evanescent","white","pink","white",NA,"tapering","smooth","smooth","white","partial"
"no","white","knobbed","smooth","edible","free","white","broad","crowded","grasses","none","scattered","two","pendant","white","white","white",NA,"enlarging","silky","smooth","white","partial"
"no","red","knobbed","scaly","poisonous","free","buff","narrow","close","leaves","fishy","several","one","evanescent","white","pink","white",NA,"tapering","silky","silky","white","partial"
"no","white","bell","smooth","edible","free","white","broad","crowded","grasses","none","scattered","two","pendant","white","white","white",NA,"enlarging","silky","smooth","white","partial"
"no","brown","knobbed","smooth","poisonous","free","buff","narrow","close","woods","fishy","several","one","evanescent","white","pink","pink",NA,"tapering","smooth","silky","white","partial"
"no","white","convex","smooth","edible","free","white","broad","crowded","grasses","none","numerous","two","pendant","white","white","white",NA,"enlarging","smooth","silky","white","partial"
"no","brown","bell","smooth","edible","attached","brown","broad","close","leaves","none","several","one","pendant","brown","orange","orange",NA,"enlarging","smooth","smooth","orange","partial"
"no","brown","knobbed","smooth","poisonous","free","buff","narrow","close","woods","spicy","several","one","evanescent","white","white","pink",NA,"tapering","silky","smooth","white","partial"
"no","red","knobbed","scaly","poisonous","free","buff","narrow","close","paths","foul","several","one","evanescent","white","pink","white",NA,"tapering","smooth","silky","white","partial"
"no","white","convex","fibrous","edible","free","white","broad","crowded","grasses","none","numerous","two","pendant","white","white","white",NA,"enlarging","smooth","smooth","white","partial"
"no","red","convex","scaly","poisonous","attached","yellow","broad","close","woods","musty","clustered","none","none","white","cinnamon","cinnamon","club","enlarging","silky","scaly","white","partial"
"no","red","knobbed","smooth","poisonous","free","buff","narrow","close","paths","fishy","several","one","evanescent","white","pink","white",NA,"tapering","silky","silky","white","partial"
"no","brown","knobbed","smooth","poisonous","free","buff","narrow","close","leaves","foul","several","one","evanescent","white","white","white",NA,"tapering","silky","silky","white","partial"
"no","brown","knobbed","scaly","poisonous","free","buff","narrow","close","paths","fishy","several","one","evanescent","white","pink","white",NA,"tapering","smooth","smooth","white","partial"
"no","red","knobbed","smooth","poisonous","free","buff","narrow","close","woods","foul","several","one","evanescent","white","white","white",NA,"tapering","smooth","silky","white","partial"
"no","brown","knobbed","smooth","edible","attached","orange","broad","close","leaves","none","clustered","one","pendant","buff","orange","orange",NA,"enlarging","smooth","smooth","brown","partial"
"no","brown","knobbed","scaly","poisonous","free","buff","narrow","close","leaves","foul","several","one","evanescent","white","pink","white",NA,"tapering","silky","smooth","white","partial"
"no","brown","flat","scaly","edible","free","white","broad","close","woods","none","solitary","two","pendant","white","brown","brown","bulbous","enlarging","scaly","scaly","white","partial"
"no","gray","knobbed","smooth","edible","free","white","broad","crowded","grasses","none","numerous","two","pendant","white","white","white",NA,"enlarging","smooth","smooth","white","partial"
"no","red","flat","scaly","poisonous","free","buff","narrow","close","leaves","fishy","several","one","evanescent","white","white","pink",NA,"tapering","silky","silky","white","partial"
"no","yellow","knobbed","scaly","poisonous","free","yellow","narrow","crowded","leaves","none","clustered","one","evanescent","white","yellow","yellow","club","enlarging","scaly","scaly","yellow","partial"
"no","red","knobbed","scaly","poisonous","free","buff","narrow","close","paths","fishy","several","one","evanescent","white","pink","white",NA,"tapering","smooth","smooth","white","partial"
"no","red","knobbed","smooth","poisonous","free","buff","narrow","close","leaves","spicy","several","one","evanescent","white","pink","pink",NA,"tapering","silky","silky","white","partial"
"no","red","knobbed","scaly","poisonous","free","buff","narrow","close","leaves","spicy","several","one","evanescent","white","pink","pink",NA,"tapering","smooth","silky","white","partial"
"no","brown","bell","smooth","edible","attached","orange","broad","close","leaves","none","clustered","one","pendant","brown","orange","orange",NA,"enlarging","smooth","smooth","brown","partial"
"bruises","gray","convex","smooth","edible","free","white","broad","close","paths","none","solitary","two","pendant","white","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"no","gray","knobbed","smooth","edible","free","pink","broad","crowded","grasses","none","numerous","two","pendant","white","white","white",NA,"enlarging","silky","smooth","white","partial"
